Symbol,Name,Price,(intraday),Change,% change,Market cap,Volume in currency (since 0:00 UTC),Volume in currency (24 hrs),Total volume all currencies (24 hrs)
ETH-GBP,Ethereum GBP,2128.5,0.77,+0.04%,246.291B,20.261B,20.261B,20.261B,115.711M
BNB-GBP,BinanceCoin GBP,453.43,0.95,+0.21%,69.571B,2.712B,2.712B,2.712B,153.433M
XRP-GBP,XRP GBP,1.1443,0.0046,+0.40%,51.957B,5.862B,5.862B,5.862B,45.404B
USDT-GBP,Tether GBP,0.7238,-0.0032,-0.44%,37.479B,65.687B,65.687B,65.687B,51.782B
DOGE-GBP,Dogecoin GBP,0.2812,0.0134,+5.00%,36.394B,6.754B,6.754B,6.754B,129.434B
ADA-GBP,Cardano GBP,0.9708,0.0005,+0.06%,31.014B,1.479B,1.479B,1.479B,31.948B
DOT1-GBP,Polkadot GBP,26.36,-0.61,-2.25%,24.63B,1.084B,1.084B,1.084B,934.472M
UNI3-GBP,Uniswap GBP,30.82,1.55,+5.31%,16.133B,745.689M,745.689M,745.689M,523.384M
BCH-GBP,BitcoinCash GBP,711.28,-9.21,-1.28%,13.319B,2.052B,2.052B,2.052B,18.725M
